Fecha,Confirmados,Activos,Recuperados,Fallecidos
30/03/2022,828874,9525,802037,17312
31/03/2022,829881,8942,803621,17318
01/04/2022,830745,8470,804950,17325
02/04/2022,830933,7928,805678,17327
03/04/2022,831149,7562,806258,17329
04/04/2022,832159,6948,807873,17338
05/04/2022,832956,6452,809154,17350
06/04/2022,833723,5992,810370,17361
07/04/2022,834481,5684,811430,17367
08/04/2022,835213,5396,812444,17373
09/04/2022,835338,5073,812888,17377
10/04/2022,835425,4736,813310,17379
11/04/2022,836234,4451,814383,17400
12/04/2022,837087,4206,815470,17411
13/04/2022,837326,3852,816058,17416
14/04/2022,837377,3552,816403,17422
15/04/2022,837492,3231,816834,17427
16/04/2022,837558,2995,817133,17430
17/04/2022,837608,2782,817392,17434
18/04/2022,838518,2697,818376,17445
19/04/2022,839416,2746,819213,17457
20/04/2022,840477,2705,820297,17475
21/04/2022,841341,2660,821185,17496
22/04/2022,842369,2602,822253,17514
23/04/2022,842572,2511,822541,17520
24/04/2022,842653,2384,822744,17525
25/04/2022,843269,2332,823403,17534
26/04/2022,844059,2314,824207,17538
27/04/2022,844989,2302,825142,17545
28/04/2022,845868,2321,825981,17566
29/04/2022,846546,2360,826602,17584
30/04/2022,846611,2295,826716,17600
01/05/2022,846632,2207,826812,17613
02/05/2022,846785,2086,827077,17622
03/05/2022,847491,2150,827705,17636
04/05/2022,848098,2224,828221,17653
05/05/2022,848807,2315,828809,17683
06/05/2022,849417,2394,829325,17698
07/05/2022,849495,2296,829500,17699
08/05/2022,849552,2191,829658,17703
09/05/2022,850255,2150,830386,17719
10/05/2022,850713,2223,830748,17742
11/05/2022,851215,2281,831162,17772
12/05/2022,851877,2291,831794,17792
13/05/2022,852432,2254,832361,17817
14/05/2022,852503,2184,832497,17822
15/05/2022,852591,2099,832663,17829
16/05/2022,853280,2197,833241,17842
17/05/2022,854074,2353,833857,17864
18/05/2022,854891,2471,834528,17892
19/05/2022,855802,2593,835286,17923
20/05/2022,856376,2710,835724,17942
21/05/2022,856496,2666,835876,17954
22/05/2022,856576,2573,836034,17969
23/05/2022,857197,2755,836451,17991
24/05/2022,858015,2966,837025,18024
25/05/2022,858629,3122,837460,18047
26/05/2022,859311,3289,837938,18084
27/05/2022,860006,3547,838351,18108
28/05/2022,860098,3476,838505,18117
29/05/2022,860169,3424,838614,18131
30/05/2022,861002,3456,839394,18152
31/05/2022,861916,3761,839987,18168
01/06/2022,862756,4040,840538,18178
02/06/2022,863595,4226,841173,18196
03/06/2022,864560,4561,841791,18208
04/06/2022,864662,4491,841952,18219
05/06/2022,864768,4430,842114,18224
06/06/2022,865900,4925,842741,18234
07/06/2022,867301,,,18244
08/06/2022,868360,6094,844010,18256
09/06/2022,869645,6795,844580,18270
10/06/2022,870897,7474,845141,18282
11/06/2022,871112,7524,845301,18287
12/06/2022,871263,7750,845220,18293
13/06/2022,872788,8788,845691,18309
14/06/2022,874926,10358,846244,18324
15/06/2022,876499,11479,846669,18351
16/06/2022,878401,12793,847237,18371
17/06/2022,880169,14164,847612,18393
18/06/2022,880467,14265,847801,18401
19/06/2022,880715,14261,848040,18414
20/06/2022,883665,16510,848729,18426
21/06/2022,886747,18927,849385,18435
22/06/2022,889913,21271,850186,18456
23/06/2022,893071,23565,851037,18469
24/06/2022,896133,25877,851765,18491
25/06/2022,896850,26265,852088,18497
26/06/2022,897462,26567,852391,18504
27/06/2022,901300,29415,853369,18516
28/06/2022,905642,32667,854440,18535
29/06/2022,910714,36356,855797,18561
30/06/2022,915321,39771,856978,18572
01/07/2022,918797,41987,858219,18591
02/07/2022,920294,42725,858969,18600
03/07/2022,921146,42885,859645,18616
04/07/2022,922340,42294,861418,18628
05/07/2022,927473,45720,863105,18648
06/07/2022,933259,49564,865029,18666
07/07/2022,939300,53407,867215,18678
08/07/2022,944993,57143,869144,18706
09/07/2022,947472,58500,870257,18715
10/07/2022,948749,58684,871340,18725
11/07/2022,955370,61736,874886,18748
12/07/2022,963117,66416,877945,18756
13/07/2022,970621,70111,881742,18768
14/07/2022,977539,73122,885635,18782
15/07/2022,982808,74671,889324,18813
16/07/2022,984477,74081,891574,18822
17/07/2022,985245,73072,893334,18839
18/07/2022,991257,73598,898808,18851
19/07/2022,997980,74809,904311,18860
20/07/2022,1004311,75285,910145,18881
21/07/2022,1010612,76372,915344,18896
22/07/2022,1015257,75778,920554,18925
23/07/2022,1016666,74527,923205,18934
24/07/2022,1017542,73135,925467,18940
25/07/2022,1022891,73488,930450,18953
26/07/2022,1027805,70651,938182,18972
27/07/2022,1032902,68438,945477,18987
28/07/2022,1037751,66091,952655,19005
29/07/2022,1041274,62989,959258,19027
30/07/2022,1042376,60586,962753,19037
31/07/2022,1042592,57680,965861,19051
01/08/2022,1044915,52625,973226,19064
02/08/2022,1048193,49645,979478,19070
03/08/2022,1051398,46841,985475,19082
04/08/2022,1054127,44113,990918,19096
05/08/2022,1056618,41574,995930,19114
06/08/2022,1057289,39837,998328,19124
07/08/2022,1057694,38031,1000533,19130
08/08/2022,1060714,34862,1006712,19140
09/08/2022,1063908,32844,1011911,19153
10/08/2022,1067606,31156,1017277,19173
11/08/2022,1070326,28977,1022144,19205
12/08/2022,1072241,26998,1026020,19223
13/08/2022,1072590,25698,1027662,19230
14/08/2022,1072733,24465,1029028,19240
15/08/2022,1074514,22052,1033210,19252
16/08/2022,1077836,20651,1037924,19261
17/08/2022,1080712,19131,1042309,19272
18/08/2022,1082925,17674,1045942,19309
19/08/2022,1085118,16487,1049292,19339
20/08/2022,1085327,15660,1050322,19345
21/08/2022,1085456,14897,1051207,19352
22/08/2022,1088280,13417,1055494,19369
23/08/2022,1090506,12473,1058646,19387
24/08/2022,1092545,11659,1061482,19404
25/08/2022,1094572,10835,1064313,19424
26/08/2022,1096530,10083,1067009,19438
27/08/2022,1097563,9601,1068511,19451
28/08/2022,1098327,9264,1069603,19460
29/08/2022,1100437,8537,1072428,19472
30/08/2022,1101954,7898,1074566,19490
31/08/2022,1103606,7354,1076738,19514
01/09/2022,1104536,6789,1078223,19524
02/09/2022,1104842,6093,1079210,19539
03/09/2022,1104909,5712,1079645,19552
04/09/2022,1105036,5425,1080044,19567
05/09/2022,1106153,5007,1081562,19584
06/09/2022,1107533,4723,1083207,19603
07/09/2022,1108779,4479,1084674,19626
08/09/2022,1109940,4174,1086122,19644
09/09/2022,1110973,3851,1087472,19650
10/09/2022,1111043,3533,1087845,19665
12/09/2022,1112550,2989,1089877,19684
13/09/2022,1113871,2769,1091414,19688
14/09/2022,1114758,2539,1092521,19698
15/09/2022,1114803,2166,1092935,19702
16/09/2022,1114913,1810,1093397,19706
17/09/2022,1114951,1643,1093594,19714
18/09/2022,1114991,1518,1093751,19722
19/09/2022,1116046,1385,1094929,19732
20/09/2022,1117364,1304,1096323,19737
21/09/2022,1118292,1243,1097304,19745
22/09/2022,1119277,1170,1098359,19748
23/09/2022,1119984,1139,1099088,19757
24/09/2022,1120141,1049,1099327,19765
25/09/2022,1120199,947,1099480,19772
26/09/2022,1121231,839,1100617,19775
27/09/2022,1122517,742,1101996,19779
28/09/2022,1123465,688,1102988,19789
29/09/2022,1124467,619,1104053,19795
30/09/2022,1125164,,,19801
01/10/2022,1125205,431,1104970,19804
02/10/2022,1125287,387,1105092,19808
03/10/2022,1126214,341,1106062,19811
05/10/2022,1127942,261,1107862,19819
06/10/2022,1128715,299,1108592,19824
07/10/2022,1129099,285,1108984,19830
08/10/2022,1129448,215,1109400,19833
09/10/2022,1129542,158,1109548,19836
10/10/2022,1130102,14,1110248,19840
11/10/2022,1130829,0,1111021,19844
12/10/2022,1131666,1833,1109987,19846
13/10/2022,1132692,1762,1111082,19848
14/10/2022,1133367,1730,1111786,19851
15/10/2022,1133421,1664,1111905,19852
16/10/2022,1133517,1623,1112040,19854
17/10/2022,1134249,1539,1112851,19859
18/10/2022,1134947,1513,1113573,19861
19/10/2022,1135690,1460,1114368,19862
20/10/2022,1135840,1344,1114633,19863
21/10/2022,1136527,1349,1115312,19866
22/10/2022,1136676,1340,1115467,19869
23/10/2022,1136861,1299,1115691,19871
24/10/2022,1137512,1268,1116369,19875
25/10/2022,1138242,1232,1117132,19878
26/10/2022,1139274,1188,1118206,19880
27/10/2022,1139845,1188,1118775,19882
28/10/2022,1140382,1149,1119348,19885
29/10/2022,1140447,1214,1119347,19886
30/10/2022,1140499,1266,1119345,19888
31/10/2022,1140602,1369,1119341,19892
01/11/2022,1140672,986,1119791,19895
02/11/2022,1141290,1055,1120338,19897
03/11/2022,1141938,1092,1120945,19901
04/11/2022,1142470,1123,1121442,19905
05/11/2022,1142521,1114,1121501,19906
06/11/2022,1142589,1083,1121599,19907
07/11/2022,1143218,1166,1122142,19910
08/11/2022,1143697,1212,1122572,19913
09/11/2022,1144358,1292,1123151,19915
10/11/2022,1144771,1370,1123485,19916
11/11/2022,1145216,1407,1123889,19920
12/11/2022,1145374,1389,1124063,19922
13/11/2022,1145496,1380,1124193,19923
14/11/2022,1146055,1481,1124650,19924
15/11/2022,1146536,1634,1124973,19929
16/11/2022,1147070,1757,1125379,19934
17/11/2022,1147699,1859,1125904,19936
18/11/2022,1148253,2037,1126279,19937
19/11/2022,1148436,2062,1126436,19938
20/11/2022,1148614,2101,1126574,19939
21/11/2022,1149459,2351,1127168,19940
22/11/2022,1150400,2645,1127813,19942
23/11/2022,1151582,2865,1128774,19943
24/11/2022,1152798,3098,1129756,19944
25/11/2022,1153644,3340,1130358,19946
26/11/2022,1153985,3429,1130608,19948
27/11/2022,1154211,3486,1130776,19949
28/11/2022,1155277,3977,1131350,19950
29/11/2022,1156468,4513,1132004,19951
30/11/2022,1157543,5165,1132426,19952
01/12/2022,1158498,5841,1132704,19953
02/12/2022,1159705,6593,1133158,19954
03/12/2022,1160002,6797,1133249,19956
04/12/2022,1160363,6999,1133407,19957
05/12/2022,1161983,8070,1133955,19958
06/12/2022,1164240,9519,1134762,19959
07/12/2022,1166662,11215,1135487,19960
08/12/2022,1168635,12385,1136289,19961
09/12/2022,1170585,13829,1136794,19962
10/12/2022,1171512,14580,1136969,19963
11/12/2022,1172149,14856,1137329,19964
12/12/2022,1174448,16646,1137836,19966
13/12/2022,1177088,18629,1138490,19969
14/12/2022,1179809,20518,1139318,19973
15/12/2022,1181292,22403,1139912,19977
16/12/2022,1184147,23706,1140459,19982
17/12/2022,1184754,24088,1140683,19983
18/12/2022,1185090,24087,1141019,19984
19/12/2022,1187909,25877,1142046,19986
20/12/2022,1190610,27332,1143291,19987
21/12/2022,1193391,28689,1144713,19989
22/12/2022,1195644,29690,1145964,19990
23/12/2022,1196725,29520,1147213,19992
24/12/2022,1196920,29164,1147763,19993
25/12/2022,1197058,28793,1148271,19994
26/12/2022,1197608,27203,1150410,19995
27/12/2022,1199343,26501,1152845,19997
28/12/2022,1201651,26321,1155332,19998
29/12/2022,1203380,25936,1157444,20000
30/12/2022,1204132,24637,1159494,20001
31/12/2022,1204300,23822,1160476,20002
01/01/2023,1204428,23072,1161353,20003
02/01/2023,1204860,20394,1164462,20004
03/01/2023,1206255,19067,1167183,20005
04/01/2023,1207914,18124,1169783,20007
05/01/2023,1209481,17115,1172356,20010
06/01/2023,1211008,16235,1174756,20017
07/01/2023,1211214,15450,1175746,20018
08/01/2023,1211421,14971,1176430,20020
09/01/2023,1213139,13664,1179448,20027
10/01/2023,1214861,12607,1182221,20033
11/01/2023,1216040,11790,1184208,20042
12/01/2023,1217439,11433,1185961,20045
13/01/2023,1218292,10979,1187263,20050
14/01/2023,1218471,10364,1188053,20054
15/01/2023,1218692,10086,1188550,20056
16/01/2023,1219421,9495,1189867,20059
17/01/2023,1220203,8688,1191452,20063
18/01/2023,1221253,7862,1193327,20064
19/01/2023,1222009,7234,1194706,20069
20/01/2023,1222699,6712,1195915,20072
21/01/2023,1222942,6407,1196461,20074
22/01/2023,1223115,6232,1196804,20079
23/01/2023,1224140,6076,1197983,20081
24/01/2023,1224977,5288,1199605,20084
25/01/2023,1225806,4645,1201073,20088
26/01/2023,1226529,4171,1202266,20092
27/01/2023,1226951,3835,1203020,20096
28/01/2023,1227024,3657,1203269,20098
29/01/2023,1227042,3479,1203462,20101
30/01/2023,1227853,3202,1204545,20106
31/01/2023,1228343,2925,1205308,20110
01/02/2023,1228774,2673,1205987,20114
02/02/2023,1229173,2479,1206574,20120
03/02/2023,1229560,2357,1207078,20125
04/02/2023,1229596,2264,1207204,20128
05/02/2023,1229611,2204,1207277,20130
06/02/2023,1230098,2062,1207902,20134
07/02/2023,1230550,1906,1208507,20137
08/02/2023,1230934,1774,1209021,20139
09/02/2023,1231507,1726,1209639,20142
10/02/2023,1231920,1628,1210146,20146
11/02/2023,1231970,1570,1210251,20149
12/02/2023,1231988,1523,1210314,20151
13/02/2023,1232417,1481,1210784,20152
14/02/2023,1232685,1455,1211077,20153
15/02/2023,1233173,1396,1211623,20154
16/02/2023,1233579,1363,1212061,20155
17/02/2023,1233953,1339,1212458,20156
18/02/2023,1234045,1315,1212573,20157
19/02/2023,1234069,1276,1212635,20158
20/02/2023,1234475,1254,1213062,20159
21/02/2023,1234843,1259,1213424,20160
22/02/2023,1235082,1236,1213683,20163
23/02/2023,1235447,1220,1214062,20165
24/02/2023,1235918,1209,1214542,20167
25/02/2023,1235970,1190,1214612,20168
26/02/2023,1235996,1170,1214657,20169
27/02/2023,1236406,1156,1215077,20173
28/02/2023,1236778,1150,1215452,20176
01/03/2023,1237086,1104,1215806,20176
02/03/2023,1237335,1097,1216061,20177
03/03/2023,1237550,1083,1216289,20178
04/03/2023,1237564,1066,1216320,20178
05/03/2023,1237575,1047,1216360,20178
06/03/2023,1237789,1025,1216584,20180
07/03/2023,1238049,1020,1216847,20182
08/03/2023,1238247,1034,1217031,20182
09/03/2023,1238589,1038,1217369,20182
10/03/2023,1238899,997,1217720,20182
11/03/2023,1238933,1008,1217743,20182
12/03/2023,1238950,984,1217784,20182
13/03/2023,1239341,974,1218185,20182
14/03/2023,1239652,994,1218475,20183
15/03/2023,1240080,1012,1218885,20183
16/03/2023,1240380,987,1219210,20183
17/03/2023,1240751,1000,1219568,20183
18/03/2023,1241016,991,1219842,20183
19/03/2023,1241022,978,1219861,20183
20/03/2023,1241424,979,1220261,20184
21/03/2023,1241706,974,1220548,20184
22/03/2023,1242262,1002,1221076,20184
24/03/2023,1243205,1041,1221980,20184
25/03/2023,1243472,1020,1222268,20184
26/03/2023,1243484,1006,1222294,20184
27/03/2023,1243936,995,1222756,20185
28/03/2023,1244355,997,1223172,20186
29/03/2023,1244563,1027,1223349,20187
30/03/2023,1244812,1043,1223582,20187
31/03/2023,1244973,1040,1223746,20187
01/04/2023,1245085,1008,1223890,20187
03/04/2023,1245365,1016,1224161,20188
04/04/2023,1245514,1011,1224315,20188
05/04/2023,1245622,964,1224470,20188
07/04/2023,1245683,859,1224636,20188
08/04/2023,1245782,846,1224748,20188
09/04/2023,1245794,840,1224766,20188
10/04/2023,1245975,852,1224934,20189
11/04/2023,1246196,859,1225148,20189
12/04/2023,1246453,872,1225392,20189
13/04/2023,1246626,876,1225561,20189
14/04/2023,1246722,895,1225638,20189
15/04/2023,1246730,882,1225659,20189
17/04/2023,1246914,897,1225828,20189
18/04/2023,1247100,919,1225992,20189
19/04/2023,1247237,919,1226129,20189
20/04/2023,1247421,945,1226287,20189
22/04/2023,1247621,954,1226478,20189
23/04/2023,1247625,929,1226507,20189
24/04/2023,1247813,1005,1226619,20189
25/04/2023,1247933,1029,1226715,20189
26/04/2023,1248072,1070,1226813,20189
27/04/2023,1248171,1143,1226839,20189
28/04/2023,1248497,,,20196
29/04/2023,1248506,,,20196
30/04/2023,1248521,1262,1227063,20196
01/05/2023,1248539,1192,1227151,20196
02/05/2023,1248671,1227,1227248,20196
03/05/2023,1248823,1246,1227381,20196
06/05/2023,1249115,1318,1227601,20196
